ID,Name,Age,Nationality,Overall,Club,Preferred Foot,Weak Foot,Skill Moves,Position,Height(cm),Weight(kg),Kit Number
260079,M. Bruns,18,Germany,57,1. FC Union Berlin,Right,2,2,RES,192,75,41
111661,20 C. Kameni,35,Cameroon,73,,Right,3,1,SUB,186,86,23
252971,21 M. Fowler,19,United Kingdom,49,Fleetwood Town,Right,3,2,SUB,178,74,39
263187,T. Coman,20,Romania,53,CS Mioveni,Right,2,2,RES,182,73,14
268278,L. Kugland,22,Germany,51,SV Meppen,Left,3,2,RES,176,76,3
270353,T. Monney,20,Switzerland,54,FC Luzern,Right,3,2,SUB,190,86,24
266498,22 Yang Si hoo,21,Korea Republic,51,Seongnam FC,Right,3,2,RES,185,80,24
253847,22 W. Aguerre,28,Uruguay,72,Gallos Blancos de Querétaro,Right,1,1,GK,188,90,1
263003,22 C. Bustamante,19,Chile,54,Club de Deportes Cobresal,Right,2,2,LB,179,75,34
262359,22 S. Fisher,19,Scotland,55,Dundee FC,Right,2,2,SUB,188,83,28
266628,C. Windust,21,Australia,54,Central Coast Mariners,Right,2,2,SUB,183,75,22
256274,21 L. Wyke,23,United Kingdom,54,Atlanta United,Right,2,2,SUB,185,82,27
254540,21 S. Piccinini,17,Italy,52,U.S. Sassuolo Calcio,Right,3,2,RES,185,77,35
256663,21 J. Mejía,18,Colombia,50,Junior FC,Right,2,2,RES,178,76,26
253767,20 D. Bogdanov,17,Republic of Ireland,48,Shamrock Rovers,Right,2,2,SUB,182,77,18
254049,21 L. Nazareno,26,Ecuador,60,LDU Quito,Right,2,1,SUB,195,93,1
256835,22 S. Meher,20,India,48,Odisha FC,Right,3,2,SUB,174,65,12
269394,M. Fisher,18,United Kingdom,51,Tranmere Rovers,Right,3,2,RES,178,66,29
255549,22 Kang Sang Hee,23,Korea Republic,51,FC Seoul,Right,3,2,SUB,180,73,28
270663,M. Ridley,21,United Kingdom,53,Sutton United,Right,2,2,SUB,196,85,17
223885,A. Nübel,25,Germany,78,AS Monaco,Right,5,1,GK,193,88,16
268967,Sun Hongwei,20,China PR,50,Hebei FC,Right,3,2,SUB,184,73,31
269129,Zhang Junye,20,China PR,47,Shenzhen FC,Right,3,2,RES,181,71,36
263850,22 P. Mercioiu,18,Romania,51,AFC UTA Arad,Right,2,2,SUB,176,62,44
261548,22 A. Nawab,19,India,48,Chennaiyin FC,Right,3,2,RES,175,56,36
270566,T. Maddad,21,Saudi Arabia,49,Al Batin,Right,3,2,SUB,170,65,20
223690,S. Rochet,29,Uruguay,78,Club Nacional de Football,Right,3,1,GK,190,85,1
254714,J. Espínola,27,Paraguay,71,Godoy Cruz,Right,2,1,SUB,185,89,12
259464,D. Devine,21,Scotland,53,Motherwell,Right,2,2,SUB,190,85,25
264003,22 M. DeShields,23,Trinidad and Tobago,55,D.C. United,Right,2,2,RES,185,82,35
271249,D. Moussadek,20,France,53,Le Havre AC,Right,2,2,RES,185,82,19
210385,Rui Silva,28,Portugal,80,Real Betis Balompié,Right,3,1,SUB,191,91,13
166764,T. Carson,34,Northern Ireland,65,St. Mirren,Right,3,1,GK,182,80,1
263304,E. Fernandez,20,United Kingdom,53,Peterborough United,Right,2,2,RES,194,75,20
253329,22 C. Espinoza,32,Ecuador,63,Club Social y Deportivo Macará,Right,2,1,GK,183,77,25
256775,B. Souare,23,Switzerland,56,Servette FC,Left,2,2,SUB,194,86,21
261201,F. Kleemann,23,United States,57,Austin FC,Right,2,2,RES,193,91,19
260435,S. Issah,22,Ghana,55,AFC Hermannstadt,Right,2,2,SUB,188,75,16
270723,B. Schieber,18,Germany,52,SV Sandhausen,Right,3,2,RES,189,81,38
263519,22 T. Ishii,17,Japan,54,Shonan Bellmare,Left,3,2,RES,190,81,33
225116,A. Meret,25,Italy,78,Napoli,Left,3,1,GK,190,83,1
207557,R. Olsen,32,Sweden,75,Aston Villa,Right,2,1,SUB,196,86,25
256549,21 J. Eftevaag,18,Norway,51,IK Start,Right,2,2,RES,183,72,32
261053,22 Lee Dong Hee,21,Korea Republic,53,Ulsan Hyundai FC,Right,3,2,RES,186,82,5
206652,Sergio Rico,28,Spain,76,Paris Saint-Germain,Right,3,1,RES,196,90,16
268429,D. Kubatta,18,Germany,54,Viktoria Köln,Right,3,2,RES,195,82,39
253101,21 W. Błyszko,20,Poland,55,PGE FKS Stal Mielec,Right,2,2,RES,197,89,15
263305,22 D. Bodie,18,United Kingdom,51,Peterborough United,Right,2,2,RES,185,72,33
256147,20 V. Sadler,17,Germany,52,SG Sonnenhof Großaspach,Right,3,2,RES,184,76,36
197928,J. Bond,29,United Kingdom,68,LA Galaxy,Right,2,1,GK,193,84,1
254880,21 O. Dillon,21,Australia,55,Western United FC,Right,1,2,SUB,191,81,28
263181,22 T. Telcean,19,Romania,57,Campionii FC Arges,Right,2,2,RES,184,79,24
265601,22 J. Kudsk,18,Denmark,52,Randers FC,Right,3,2,RES,188,80,41
203423,L. Thomas,30,Australia,69,Western Sydney Wanderers,Right,2,1,GK,191,91,20
253200,21 Hwang Jun Ho,22,Korea Republic,51,Busan IPark,Right,3,2,SUB,190,84,45
224251,R. Zentner,27,Germany,76,1. FSV Mainz 05,Right,3,1,GK,194,96,27
264056,Liu Junxian,21,China PR,48,Wuhan FC,Right,3,2,SUB,174,60,37
260585,M. Al Rubaie,26,Saudi Arabia,55,Al Batin,Right,3,2,SUB,182,81,55
146748,Diego López,40,Spain,79,Rayo Vallecano,Right,3,1,GK,196,89,1
262210,A. Leone,18,Mexico,54,Los Angeles FC,Right,2,2,RES,183,82,28
216939,A. Blake,31,Jamaica,77,Philadelphia Union,Right,2,1,GK,188,79,18
253198,21 Park Ho Young,21,Korea Republic,51,Busan IPark,Right,3,2,SUB,195,87,35
200316,T. Horn,29,Germany,75,1. FC Köln,Left,1,1,SUB,192,90,1
264702,22 K. Takai,16,Japan,54,Kawasaki Frontale,Right,3,2,RES,192,84,29
258803,S. Fernandes,22,India,48,Hyderabad FC,Left,3,2,RES,184,62,34
267760,22 R. Sawyers,16,United Kingdom,50,Walsall,Right,2,2,SUB,183,84,33
186555,16 Weverton,27,Brazil,77,Club Athletico Paranaense,Right,3,1,GK,189,89,12
264429,T. Mokwena,22,South Africa,53,Kaizer Chiefs,Right,3,2,RES,191,83,2
215363,L. Montipò,26,Italy,76,Hellas Verona,Right,3,1,GK,191,82,1
266819,22 S. Owusu,20,Ghana,53,New York City FC,Right,2,2,SUB,188,84,30
268084,22 Kim Ju Hyeong,21,Korea Republic,51,Gangwon FC,Right,3,2,RES,188,84,28
225868,David Gil,28,Spain,68,Cádiz CF,Left,2,1,SUB,186,81,13
264028,22 I. Kaba,16,United Kingdom,50,Portsmouth,Right,3,2,RES,182,70,34
255822,20 T. Tabira,18,Japan,52,Cerezo Osaka,Right,3,2,RES,188,80,46
261981,22 Zhang Xiang,20,China PR,51,Chongqing Liangjiang Athletic,Right,3,2,RES,189,70,39
262852,22 R. Colvin,18,Austria,51,Bolton Wanderers,Right,3,2,RES,183,78,46
257689,22 Wang Huapeng,21,China PR,48,Chongqing Liangjiang Athletic,Right,2,2,LWB,183,72,2
165455,14 D. Quigley,27,Republic of Ireland,55,Bray Wanderers,Right,2,1,GK,186,78,1
264021,22 Zheng Junwei,17,China PR,48,Henan Songshan Longmen FC,Right,3,2,RES,189,81,37
264622,A. Pond,18,United Kingdom,51,Exeter City,Right,3,2,SUB,188,86,34
253837,22 J. Calderón,23,Peru,60,Club Universitario de Deportes,Right,2,1,SUB,185,85,31
269483,Gou Junchen,32,China PR,51,Chengdu Rongcheng F.C.,Right,3,2,SUB,186,80,36
271082,E. Haddock,17,Republic of Ireland,50,Drogheda United,Right,2,2,RES,185,72,27
176550,D. Ospina,33,Colombia,80,Al Nassr,Right,3,1,GK,183,80,41
256458,22 K. Swaleh,18,Norway,50,FK Bodø/Glimt,Right,3,2,RES,170,60,31
260635,J. Neal,18,United States,50,LA Galaxy,Right,2,2,SUB,185,66,24
205878,S. Kapino,28,Greece,72,DSC Arminia Bielefeld,Right,2,1,GK,196,88,1
258743,21 A. Liu,20,United States,51,Vejle Boldklub,Right,3,2,RES,193,80,41
225282,J. Devecchi,26,Argentina,74,Club Atlético Aldosivi,Right,2,1,GK,188,83,25
212151,T. Strakosha,27,Albania,78,Brentford,Right,2,1,SUB,193,78,22
263263,22 A. Traoré,20,Saudi Arabia,53,Al Fayha,Right,3,2,RES,182,77,16
257331,22 M. Thomas-Sadler,18,Wales,52,Nottingham Forest,Right,2,2,RES,188,75,54
268931,22 Adil Abdulla,16,China PR,48,Changchun Yatai FC,Right,3,2,RES,180,76,35
155871,B. Białkowski,34,Poland,71,Millwall,Right,3,1,GK,194,86,33
260152,22 N. Kherbouche,19,United Kingdom,53,Huddersfield Town,Right,3,2,RES,194,80,58
262006,22 S. Dreyer,17,United Kingdom,52,Stevenage,Right,2,2,RES,183,75,29
167666,19 J. Carrizo,34,Argentina,72,CF Monterrey ,Right,3,1,SUB,187,87,22
234779,Caro,28,Spain,70,Burgos CF,Right,3,1,SUB,184,83,13
222951,M. Rodák,25,Slovakia,75,Fulham,Right,3,1,GK,194,81,1
255007,21 V. Krüger,20,Sweden,50,Kalmar FF,Right,2,2,RES,190,82,27
259234,H. Cann,18,United Kingdom,54,Lincoln City,Right,3,2,RES,189,81,33
214373,22 A. Silva,37,Paraguay,76,Puebla FC,Right,3,1,GK,190,92,1
268932,22 Fan Chao,17,China PR,48,Changchun Yatai FC,Right,3,2,RES,187,80,36
6537,10 M. Ricketts,30,United Kingdom,61,,Right,3,1,,188,75,nan
262131,22 M. Quinlan,18,Republic of Ireland,48,Waterford FC,Right,2,2,RES,173,62,24
257056,22 E. Alkan,27,Turkey,59,Finn Harps,Right,2,2,SUB,193,76,26
256772,22 T. Dickens,19,United Kingdom,52,Cambridge United,Right,3,2,RES,193,78,29
256382,22 N. Bertilsson,19,Sweden,53,Varbergs BoIS FC,Left,3,2,RES,185,77,29
135043,A. Lindegaard,38,Denmark,64,Helsingborgs IF,Right,2,1,SUB,193,85,1
261977,22 He Siwei,20,China PR,48,Chongqing Liangjiang Athletic,Right,3,2,SUB,174,69,34
163489,A. Consigli,35,Italy,80,U.S. Sassuolo Calcio,Right,3,1,GK,189,82,47
267736,L. Healy,22,Republic of Ireland,54,UCD AFC,Right,2,1,GK,180,80,1
271109,A. Longmire,22,United States,52,Nashville SC,Right,2,2,RES,191,86,21
266478,22 Lee Gyu Baeg,17,Korea Republic,49,Pohang Steelers,Right,3,2,RES,185,83,34
252810,20 Lim Dug Keun,19,Korea Republic,51,Jeju United FC,Right,3,2,RES,183,77,15
261886,Bai Yang,24,China PR,52,Beijing Guoan FC,Left,3,2,SUB,192,75,26
266315,22 Bae Jae Ik,20,Korea Republic,47,Jeonbuk Hyundai Motors,Right,3,2,RES,175,70,32
256505,21 B. Copping,18,United Kingdom,51,Peterborough United,Right,2,2,SUB,176,61,28
231056,S. Marinović,30,New Zealand,69,,Right,2,1,SUB,191,95,20
267986,D. Duffy,19,Republic of Ireland,48,Finn Harps,Left,2,2,SUB,169,70,30
190941,L. Hrádecký,32,Finland,83,Bayer 04 Leverkusen,Right,3,1,GK,192,83,1
253393,20 T. Perkins,19,United Kingdom,52,Watford,Right,2,2,RES,185,80,73
200059,C. Coosemans,29,Belgium,67,RSC Anderlecht,Right,4,1,SUB,186,84,26
266677,22 Mário Évora,22,Cape Verde Islands,62,Vitória de Guimarães,Right,3,1,RES,181,79,99
261111,21 P. Waliś,16,Poland,51,Lech Poznań,Left,2,2,RES,195,89,15
269498,J. Egan,19,Republic of Ireland,52,Bristol Rovers,Right,3,2,SUB,185,82,26
246158,M. Hermansen,21,Denmark,71,Brøndby IF,Right,2,1,GK,185,81,1
200696,H. Verhulst,29,Netherlands,68,AZ Alkmaar,Left,3,1,GK,193,92,12
260250,Z. Al Jari,20,Saudi Arabia,51,Al Fateh,Right,3,2,RES,182,75,3
226285,R. Gudiño,26,Mexico,74,Atlanta United,Right,1,1,SUB,196,81,23
266791,22 Kim Dong Hyun,18,Korea Republic,48,Daegu FC,Right,2,3,RES,173,68,27
269253,J. Marquez,18,Venezuela,52,Estudiantes de Mérida,Right,2,2,SUB,180,79,28
260011,H. Al Sayyaf,20,Saudi Arabia,52,Ettifaq FC,Right,2,2,RES,181,76,44
52582,11 R. Reçber,37,Turkey,73,Beşiktaş JK,Right,1,1,SUB,187,76,1
257658,21 M. Batelt,19,Poland,51,Podbeskidzie Bielsko-Biała,Right,2,2,RES,193,81,5
259745,H. Singh,20,India,48,Bengaluru FC,Right,2,2,RES,176,71,16
19541,G. Morris,38,United Kingdom,63,Gillingham,Right,3,1,GK,183,70,1
261959,22 Li Xingqi,20,China PR,50,Wuhan FC,Right,3,2,RES,183,67,29
261988,22 S. Grehan,17,Republic of Ireland,51,Bohemian FC,Right,3,2,RES,184,80,27
261901,Liu Jiahui,21,China PR,51,Henan Songshan Longmen FC,Right,3,2,RES,185,82,26
224322,K. Haug,24,Norway,68,Toulouse Football Club,Right,2,1,SUB,187,85,16
116317,09 D. Coulibaly,29,Mali,61,Tours FC,Right,3,1,RES,180,68,17
230312,Gabri Prestão,30,Brazil,79,Internacional,Right,3,1,GK,186,80,16
237525,A. Bodart,24,Belgium,71,Standard de Liège,Right,2,1,GK,186,81,16
268325,T. van Assema,20,Sweden,53,IFK Göteborg,Right,3,2,RES,187,80,26
262238,22 J. Wells,18,United Kingdom,49,Middlesbrough,Right,3,2,RES,190,80,55
266610,J. Orozco,18,United States,51,Real Salt Lake,Right,3,2,SUB,175,83,99
269042,Wei Minghe,19,China PR,50,Guangzhou FC,Right,3,2,SUB,182,77,36
204380,J. Brinkies,29,Germany,68,FSV Zwickau,Right,5,1,GK,188,87,1
110638,21 Cifuentes,41,Spain,73,Cádiz CF,Right,3,1,GK,189,80,1
251165,T. Savin,21,United Kingdom,64,Accrington Stanley,Right,3,1,GK,194,84,40
225543,B. Collins,25,United Kingdom,69,Barnsley,Right,2,1,GK,184,69,40
267697,22 Choi In Gyu,18,Korea Republic,49,Gangwon FC,Right,3,2,RES,188,80,38
257949,22 B. Camp,20,Scotland,52,AFC Bournemouth,Right,3,2,RES,183,75,44
169697,D. Randolph,35,Republic of Ireland,73,West Ham United,Right,3,1,SUB,188,78,35
183567,E. Mulder,33,Netherlands,67,Go Ahead Eagles,Right,3,1,GK,193,88,22
257284,22 K. Hayde,19,United Kingdom,51,Tranmere Rovers,Right,3,2,RES,182,72,24
260659,21 T. Maples,21,United States,52,Toronto FC,Right,2,2,RES,183,85,45
139062,W. Caballero,40,Argentina,70,Southampton,Right,3,1,RES,186,83,13
259285,22 J. Hannah,18,United Kingdom,48,Middlesbrough,Right,3,2,RES,182,73,56
266821,J. Ellis,18,United Kingdom,50,Carlisle United,Right,3,2,RES,183,77,20
228413,E. Audero,25,Italy,78,U.C. Sampdoria,Right,2,1,GK,192,83,1
217649,22 S. Gonda,32,Japan,67,Shimizu S-Pulse,Right,2,1,GK,187,83,21
207998,D. Ward,29,Wales,75,Leicester City,Right,3,1,GK,191,88,12
255188,21 J. Browne,19,Republic of Ireland,48,Finn Harps,Right,2,2,SUB,180,73,15
216175,C. Stanković,29,Austria,74,AEK Athens,Right,4,1,GK,186,80,23
261455,D. Yapi,17,United States,49,Colorado Rapids,Right,4,2,SUB,185,79,77
215213,A. Werner,26,Argentina,70,Elche CF,Right,2,1,SUB,191,85,1
266320,22 Lee Woo Yeon,18,Korea Republic,51,Jeonbuk Hyundai Motors,Right,3,2,RES,188,83,40
168354,E. Viviano,36,Italy,72,Fatih Karagümrük S.K.,Left,2,1,GK,195,90,2
259688,21 E. Langwagen,16,Sweden,50,IK Sirius,Right,3,2,SUB,182,68,33
233267,M. Turner,28,United States,77,Arsenal,Right,2,1,SUB,191,79,30
268961,22 Yang Zhaohui,23,China PR,48,Chongqing Liangjiang Athletic,Right,3,2,SUB,182,75,35
266752,22 Kim Jin Young,20,Korea Republic,49,GwangJu FC,Right,4,2,RES,182,80,27
268921,22 He Youzu,22,China PR,47,Shijiazhuang Ever Bright F.C.,Right,3,2,RES,186,80,24
260797,22 Sim Won Seong,22,Korea Republic,52,FC Seoul,Right,3,2,RES,190,88,55
261932,22 Chen Guoliang,22,China PR,49,Shenzhen FC,Right,3,2,RES,186,70,33
226085,Léo Jardim,27,Brazil,73,LOSC Lille,Right,2,1,GK,188,82,1
260909,22 A. Mills,21,Australia,51,Brisbane Roar,Right,3,2,RES,185,77,17
254094,21 F. Bonini,18,Italy,51,Bologna,Left,2,2,RES,185,76,6
267424,N. Asiri,21,Saudi Arabia,52,Al Ittihad,Right,3,2,RES,181,79,25
263577,22 S. Butler,18,Wales,54,Swansea City,Right,3,2,RES,185,77,34
256412,21 J. Parke,19,Northern Ireland,49,Derry City,Right,2,2,RES,181,74,28
256820,21 A. Cheshire,18,United Kingdom,50,Swindon Town,Right,3,2,RES,183,78,40
265458,B. Varghese,22,India,50,Kerala Blasters FC,Right,2,2,SUB,181,79,34
253244,I. Don,40,Argentina,64,Club Libertad,Right,2,1,SUB,181,76,12
258755,21 J. Plath,18,Germany,57,FC Erzgebirge Aue,Right,3,1,RES,190,80,40
256721,21 C. Barks,17,United Kingdom,50,Scunthorpe United,Right,2,2,RES,188,75,35
210358,A. Brignoli,30,Italy,75,Panathinaikos FC,Left,3,1,GK,187,74,91
269041,Wang Wenxuan,22,China PR,50,Guangzhou FC,Right,3,2,SUB,183,71,35
185427,Ø. Nyland,31,Norway,69,,Right,4,1,GK,192,90,1
232284,M. Travers,23,Republic of Ireland,73,AFC Bournemouth,Right,2,1,SUB,191,82,23
177475,T. Sippel,34,Germany,73,Borussia Mönchengladbach,Right,2,1,SUB,183,80,21
259129,K. Paulsen,18,Norway,52,Viking FK,Right,2,2,SUB,192,82,34
244316,Luís Maximiano,23,Portugal,79,Lazio,Right,2,1,GK,190,82,1
268280,22 L. Hebbelmann,22,Germany,46,SV Meppen,Right,3,2,RES,181,80,43
220584,V. Myhra,25,Norway,68,Strømsgodset IF,Right,3,1,GK,194,94,1
235925,G. Gómez,26,Argentina,73,Racing Club,Right,2,1,GK,190,99,1
261285,22 M. McDonnell,29,Republic of Ireland,54,Longford Town,Right,2,2,LCB,190,86,5
260440,22 T. Östlund,19,Sweden,52,Degerfors IF,Right,3,2,SUB,199,85,24
256558,21 C. Muñoz,20,Chile,51,Audax Italiano,Right,2,2,SUB,184,75,24
241493,21 S. Cartwright,19,United Kingdom,49,Peterborough United,Right,2,2,RES,185,75,30
142782,17 S. Saja,37,Argentina,69,Real Zaragoza,Left,3,1,SUB,188,84,13
257027,22 Jesús Ruiz,24,Spain,62,AD Alcorcón,Right,3,1,GK,185,77,31
259028,21 A. Martillo,19,Ecuador,50,Independiente del Valle,Right,3,2,SUB,173,70,32
260476,22 Hong Sung Wook,18,Korea Republic,50,Jeju United FC,Right,2,2,SUB,186,75,5
252887,20 D. Richards,17,United Kingdom,51,Bolton Wanderers,Right,3,2,RES,189,70,41
261876,C. Noonan,19,Republic of Ireland,47,Shamrock Rovers,Right,3,2,SUB,178,62,34
49031,19 S. Sorrentino,39,Italy,80,Chievo Verona,Right,3,1,GK,186,85,70
256189,20 B. Rojas,18,Chile,51,Club Deportivo Palestino,Right,3,2,RES,178,74,14
254527,20 B. Tricker,18,United Kingdom,52,Fulham,Right,3,2,RES,193,80,52
253428,V. Jaroš,20,Czech Republic,65,Stockport County,Right,3,1,SUB,190,74,25
266739,22 E. Young,17,United Kingdom,50,Scunthorpe United,Left,2,2,RES,188,70,39
181481,D. Vukovic,37,Australia,70,Central Coast Mariners,Right,2,1,SUB,187,95,18
2143,07 P. Ikedia,25,Nigeria,70,AZ Alkmaar,Right,3,1,RES,166,62,21
262920,L. Mirković,19,Serbia,55,Karlsruher SC,Right,3,2,RES,191,83,40
268959,22 Liu Yixin,20,China PR,48,Chongqing Liangjiang Athletic,Right,3,2,SUB,180,75,27
264055,Chen Xiangyu,20,China PR,50,Shenzhen FC,Right,2,3,SUB,186,75,18
220314,O. Marciano,32,Israel,70,Feyenoord,Right,3,1,SUB,193,78,21
263141,22 A. Ceza,18,Chile,52,Club Deportivo Palestino,Right,2,2,RES,180,75,21
268307,N. Johansson,18,Sweden,51,Varbergs BoIS FC,Right,2,2,RES,185,79,26
229956,L. Zigi,25,Ghana,70,FC St. Gallen 1879,Right,3,1,GK,188,87,1
235183,22 C. Acevedo,25,Mexico,77,Santos Laguna,Right,3,1,GK,184,74,1
218212,A. Noppert,28,Netherlands,69,SC Heerenveen,Left,3,1,GK,203,94,44
167959,Marcelo Grohe,35,Brazil,75,Al Ittihad,Right,2,1,GK,188,81,34
259650,22 F. Molla,19,India,47,ATK Mohun Bagan FC,Right,2,2,RES,161,63,34
254241,20 P. Fromm,18,Germany,51,FC Carl Zeiss Jena,Right,3,2,RES,188,85,29
180739,E. Kawashima,39,Japan,72,RC Strasbourg Alsace,Right,3,1,SUB,185,82,16
265533,B. Collins,22,Australia,50,Western United FC,Left,2,2,SUB,191,89,33
206566,M. Crocombe,28,New Zealand,61,Grimsby Town,Right,2,1,GK,194,88,1
234833,F. Müller,24,Germany,76,VfB Stuttgart,Left,4,1,GK,190,88,1
256997,W. Muirang,23,India,51,Bengaluru FC,Right,2,2,SUB,184,76,18
254154,C. Walls,19,United States,51,San Jose Earthquakes,Left,2,2,SUB,188,77,77
259175,N. Prabhu,21,India,49,Odisha FC,Right,3,2,RES,176,68,4
229637,22 G. Akkan,26,Turkey,72,Çaykur Rizespor,Right,2,1,GK,188,80,23
260197,22 N. Kamifukumoto,31,Japan,63,Tokushima Vortis,Right,3,1,GK,182,76,21
261445,21 R. Al Harbi,19,Saudi Arabia,49,Al Wehda,Right,3,2,RES,181,75,33
260724,M. Ferkranus,19,United States,54,LA Galaxy,Right,2,2,RES,188,82,70
268096,22 M. Steffen,18,Netherlands,54,Vitesse,Right,3,2,RES,189,77,55
222562,R. Rúnarsson,27,Iceland,70,Arsenal,Right,2,1,RES,186,76,13
233164,A. Murić,23,Kosovo,72,Burnley,Right,2,1,GK,197,81,49
242818,F. Dahmen,24,Germany,71,1. FSV Mainz 05,Right,3,1,SUB,188,83,1
170084,W. Hennessey,35,Wales,74,Nottingham Forest,Right,3,1,SUB,198,90,13
255539,M. Adebowale,24,United Kingdom,56,Crawley Town,Right,2,2,RES,196,85,17
195668,Joel Robles,32,Spain,75,Leeds United,Right,2,1,RES,195,90,31
234790,Juan Soriano,24,Spain,72,CD Tenerife,Left,2,1,GK,185,78,1
212197,D. Heuer Fernandes,29,Portugal,73,Hamburger SV,Right,4,1,GK,188,81,1
261985,22 Yang Haoyu,20,China PR,49,Dalian Professional Football Club,Right,3,2,SUB,183,77,37
263543,A. Deu,21,South Sudan,50,Western United FC,Right,2,2,RES,188,71,36
261938,22 Luo Junhan,17,China PR,50,Guangzhou FC,Right,3,2,RCB,180,72,42
263087,C. Díaz,22,Chile,54,CD Everton de Viña del Mar,Left,2,2,RES,176,76,13
257708,21 Ma Defu,21,China PR,49,Chongqing Liangjiang Athletic,Right,2,2,RES,181,77,32
270602,H. Nicolson,21,Scotland,49,Finn Harps,Right,2,2,SUB,188,81,16
258298,21 C. Pizarro,20,Chile,48,Unión La Calera,Right,2,2,RES,176,70,74
236649,Y. van Osch,25,Netherlands,70,Fortuna Sittard,Right,3,1,GK,183,73,1
185,13 D. James,41,United Kingdom,65,AFC Bournemouth,Right,2,1,SUB,194,95,34
269543,Zhang Chao'ao,21,China PR,49,Zhejiang Professional FC,Right,2,2,RES,182,70,25
254390,J. Cárdenas,27,Ecuador,64,C.D. Universidad Católica del Ecuador,Right,3,1,SUB,188,80,12
269009,Liu Runnan,20,China PR,49,Hebei FC,Right,3,2,RES,190,72,43
265990,22 K. Wingralek,18,Poland,52,Górnik Zabrze,Right,2,2,SUB,191,87,25
158121,B. Costil,34,France,75,AJ Auxerre,Right,3,1,GK,187,82,1
266090,O. Halls,17,United Kingdom,50,Plymouth Argyle,Right,3,2,RES,188,75,43
261936,22 Zhang Zhihao,20,China PR,50,Guangzhou FC,Right,3,2,RES,184,73,94
269013,22 Jin Liangkuan,19,China PR,47,Guangzhou City,Right,3,2,RES,180,68,25
253633,20 Y. Ampuero,31,Peru,53,Deportivo Binacional,Right,2,1,RES,185,79,43
261057,22 No Yun Sang,19,Korea Republic,49,Jeonbuk Hyundai Motors,Right,3,2,RES,193,83,3
257686,21 Chen Kejiang,23,China PR,48,Chongqing Liangjiang Athletic,Right,2,2,RES,176,70,24
256428,21 L. Svanberg,17,Sweden,50,Hammarby IF,Left,3,2,RES,194,78,42
269058,22 Huang Xuheng,19,China PR,50,Wuhan FC,Right,3,2,RES,187,81,36
267456,22 Kim Ki Soo,26,Korea Republic,52,Suwon FC,Right,3,2,RES,190,82,15
199101,Raúl Lizoain,31,Spain,69,FC Andorra,Left,2,1,SUB,188,80,13
259304,21 M. Traynor,19,Republic of Ireland,49,Dundalk FC,Right,3,2,SUB,184,72,13
255521,20 Lee Da Won,23,Korea Republic,54,Seongnam FC,Right,3,2,RES,193,90,45
244467,O. Kolář,27,Czech Republic,74,SK Slavia Praha,Right,3,1,SUB,193,81,1
253272,K. Dawson,30,Uruguay,74,Club Atlético Peñarol,Right,2,1,GK,179,81,12
2147,M. Stekelenburg,39,Netherlands,74,Ajax,Right,4,1,SUB,197,92,1
48940,19 P. Čech,36,Czech Republic,81,Arsenal,Left,2,1,SUB,196,90,1
224953,André Moreira,26,Portugal,67,Grasshopper Club Zürich,Right,2,1,GK,194,96,1
269015,22 Wei Feng,18,China PR,47,Guangzhou City,Right,3,2,RES,182,75,34
116494,18 C. Carrasso,35,France,79,Galatasaray SK,Right,3,1,SUB,187,93,16
262004,M. Campagna,18,Canada,49,Vancouver Whitecaps FC,Right,2,2,RES,188,72,61
253637,J. Gutíerrez,25,Bolivia,64,Club The Strongest,Right,2,1,SUB,177,72,1
261816,22 J. Bradley-Walsh,20,Republic of Ireland,48,Finn Harps,Left,3,2,RES,184,78,23
241119,Dani Martín,23,Spain,69,Real Betis Balompié,Right,3,1,RES,187,77,31
221912,Kang Hyeon Mu,27,Korea Republic,70,Pohang Steelers,Right,3,1,GK,185,78,31
200726,B. Lecomte,31,France,77,RCD Espanyol de Barcelona,Left,3,1,GK,186,78,13
253839,21 B. Velásquez,24,Venezuela,66,Caracas Fútbol Club,Left,3,1,GK,178,70,1
269774,T. O'Brien,27,United Kingdom,75,AFC Richmond,Right,2,1,SUB,186,85,1
183497,22 O. Karnezis,35,Greece,70,LOSC Lille,Right,3,1,SUB,190,81,40
255916,Kim Min Gyu,22,Korea Republic,52,Pohang Steelers,Right,3,2,RES,188,82,44
264856,22 A. Tikvic,17,Germany,53,Türkgücü München,Left,2,2,SUB,195,89,38
222514,F. Woodman,25,United Kingdom,74,Preston North End,Right,2,1,GK,188,83,1
224947,D. Grimshaw,24,United Kingdom,65,Blackpool,Right,2,1,GK,185,77,32
212432,Jo Hyeon Woo,30,Korea Republic,73,Ulsan Hyundai FC,Right,3,1,GK,189,75,21
193933,15 I. McLoughlin,22,Republic of Ireland,57,Milton Keynes Dons,Right,3,1,SUB,194,95,16
150477,R. Salin,37,France,70,Stade Rennais FC,Left,2,1,RES,189,76,89
238070,J. Cumming,22,United Kingdom,67,Milton Keynes Dons,Right,2,1,GK,186,79,1
212518,21 B. Sangaré,34,Côte d'Ivoire,67,,Right,3,1,SUB,181,78,23
171792,10 M. Diakité,24,France,58,Excelsior Mouscron,Right,3,1,RM,185,76,8
259651,22 Lin Guoyu,21,China PR,51,Shandong Taishan,Right,3,2,RES,192,77,53
225406,J. Talbot,25,Republic of Ireland,67,Bohemian FC,Left,2,1,GK,180,80,1
